id,average-price,build-time,second-hand-resource,district,latitude,second-hand-trading,address,court,url,longtitude,house-type
58ffc2545e986a05d1cdbb39,120877,2000,5,东城,39.93480682373047,NULL,东四路口的西北方向紧临隆福寺商业街,隆福寺四合院,https://m.fang.com/xiaoqu/bj/1010282543.html,116.42277526855469,住宅
58ffb5535e986a05d1cdb953,114752,2000,13,东城,39.950347900390625,4,安内大街方家胡同(第二十一中学附近),方家胡同,https://m.fang.com/xiaoqu/bj/1010626745.html,116.41902160644531,住宅
58ffb5535e986a05d1cdb954,145716,2001,2,东城,39.93568801879883,NULL,大佛寺东街,大佛寺小区,https://m.fang.com/xiaoqu/bj/1010215721.html,116.4173812866211,住宅
58ffb5555e986a05d1cdb956,129125,2000,8,东城,39.94760513305664,10,鼓楼东大街北侧东公街64号,东公街小区,https://m.fang.com/xiaoqu/bj/1010645303.html,116.41336822509766,住宅
58ffb5565e986a05d1cdb957,99609,2000,4,东城,39.941978454589844,NULL,东四十二条北辛寺胡同,辛寺胡同,https://m.fang.com/xiaoqu/bj/1010648035.html,116.42620849609375,住宅
58ffb5565e986a05d1cdb958,131228,1985,6,东城,39.940982818603516,7,中剪子巷6号院(张自忠路北侧),中剪子巷,https://m.fang.com/xiaoqu/bj/1010716587.html,116.4183578491211,住宅
58ffb5575e986a05d1cdb959,123911,2002,11,东城,39.95210647583008,NULL,雍和宫炮局胡同,炮局胡同,https://m.fang.com/xiaoqu/bj/1010662197.html,116.42930603027344,住宅
58ffb5575e986a05d1cdb95a,146372,2004,6,东城,39.8990364074707,NULL,珠市口东大街161号,珠市口东大街四合院,https://m.fang.com/xiaoqu/bj/1010583907.html,116.41310119628906,住宅
58ffb5585e986a05d1cdb95b,123022,2000,2,东城,39.92886734008789,1,6号线东四站南侧300米报房胡同,报房胡同,https://m.fang.com/xiaoqu/bj/1010403867.html,116.42035675048828,住宅
58ffb55a5e986a05d1cdb95c,98828,1990,10,东城,39.94613265991211,NULL,交道口鼓楼东大街南侧寿比胡同,寿比胡同,https://m.fang.com/xiaoqu/bj/1010579125.html,116.4134521484375,住宅
