id,average-price,build-time,second-hand-resource,district,latitude,second-hand-trading,address,court,url,longitude,house-type
58ffbdff5e986a05d1cdbb09,111656,1999,60,东城,39.94536116441045,58,安定门内永康胡同2号(城铁安定门和雍和宫之间),官书苑,https://m.fang.com/xiaoqu/bj/1010012279.html,116.40500666024481,住宅
58ffbe1b5e986a05d1cdbb0a,123483,2003,15,东城,39.94445762408387,21,东直门北小街16号院,华冠丽景,https://m.fang.com/xiaoqu/bj/1010012382.html,116.4205837011328,住宅
58ffbe395e986a05d1cdbb0b,88958,2016,112,东城,39.95720737217342,NULL,安定门外大街86号,盛德紫阙,https://m.fang.com/xiaoqu/bj/1010775361.html,116.4027953040407,住宅
58ffbe775e986a05d1cdbb0c,71733,2002,17,东城,39.961049181306734,16,外馆斜街51号,凯景铭座,https://m.fang.com/xiaoqu/bj/1010003442.html,116.39739864676295,住宅
58ffbe785e986a05d1cdbb0d,90873,2000,17,东城,39.91360353484756,11,金宝街2号(建国门桥西北角),雅安国际商务公寓,https://m.fang.com/xiaoqu/bj/1010122783.html,116.42731665791693,住宅
58ffbe7d5e986a05d1cdbb0e,72954,2003,32,东城,39.94480142095375,22,安定门内花园东巷29号,安馨园,https://m.fang.com/xiaoqu/bj/1010026553.html,116.39858924731682,住宅
58ffbe845e986a05d1cdbb0f,65714,2001,1,东城,39.89866094282743,1,东花市北里中区1号,华德公寓,https://m.fang.com/xiaoqu/bj/1010195189.html,116.42867259473144,住宅
58ffbe955e986a05d1cdbb10,76246,2000,2,东城,39.9459710876362,66,南馆公园西侧东直门北小街8号,东直门北小街8号院,https://m.fang.com/xiaoqu/bj/1010561267.html,116.42015713421775,住宅
58ffbea15e986a05d1cdbb11,114371,2008,509,东城,39.94910760080517,23,东直门香河园路1号,当代moma,https://m.fang.com/xiaoqu/bj/1010187103.html,116.43089416717706,住宅
58ffbec05e986a05d1cdbb12,88043,1980,2,东城,39.966506412470416,1,北三环东路南小黄庄路三条,小黄庄三条,https://m.fang.com/xiaoqu/bj/1010656051.html,116.40991140527325,住宅
